,index,path,label
0,0,right/988e2f9a_nohash_0.wav,right
1,1,right/1eddce1d_nohash_3.wav,right
2,2,right/93ec8b84_nohash_0.wav,right
3,3,right/6272b231_nohash_1.wav,right
4,4,right/439c84f4_nohash_1.wav,right
5,5,right/2f813234_nohash_1.wav,right
6,6,right/b87bdb22_nohash_1.wav,right
7,7,right/97f4c236_nohash_2.wav,right
8,8,right/563aa4e6_nohash_2.wav,right
9,9,right/51055bda_nohash_4.wav,right
10,10,right/fac74f6a_nohash_1.wav,right
11,11,right/a8cb6dda_nohash_0.wav,right
12,12,right/e4a2cf79_nohash_0.wav,right
13,13,right/dabf67d9_nohash_0.wav,right
14,14,right/742d6431_nohash_3.wav,right
15,15,right/62581901_nohash_0.wav,right
16,16,right/bf8d5617_nohash_0.wav,right
17,17,right/f852895b_nohash_2.wav,right
18,18,right/d9b50b8b_nohash_1.wav,right
19,19,right/229978fd_nohash_3.wav,right
20,20,right/a5609cce_nohash_0.wav,right
21,21,right/686d030b_nohash_1.wav,right
22,22,right/409c962a_nohash_1.wav,right
23,23,right/8012c69d_nohash_3.wav,right
24,24,right/dc75148d_nohash_0.wav,right
25,25,right/31583d30_nohash_0.wav,right
26,26,right/8134f43f_nohash_0.wav,right
27,27,right/ffd2ba2f_nohash_4.wav,right
28,28,right/dbaf8fc6_nohash_2.wav,right
29,29,right/3f170018_nohash_0.wav,right
30,30,right/65d844fc_nohash_0.wav,right
31,31,right/712e4d58_nohash_2.wav,right
32,32,right/a6d586b7_nohash_1.wav,right
33,33,right/f618568f_nohash_1.wav,right
34,34,right/a9b574b3_nohash_1.wav,right
35,35,right/c0445658_nohash_4.wav,right
36,36,right/e1469561_nohash_1.wav,right
37,37,right/36050ef3_nohash_4.wav,right
38,38,right/c1d39ce8_nohash_6.wav,right
39,39,right/69f609ec_nohash_0.wav,right
40,40,right/9080f6d3_nohash_0.wav,right
41,41,right/3a33d3a4_nohash_2.wav,right
42,42,right/da1d320c_nohash_1.wav,right
43,43,right/9aa21fa9_nohash_1.wav,right
44,44,right/ea9f8e11_nohash_0.wav,right
45,45,right/91d5933a_nohash_0.wav,right
46,46,right/9a8d8d34_nohash_0.wav,right
47,47,right/0e17f595_nohash_1.wav,right
48,48,right/5c8af87a_nohash_0.wav,right
49,49,right/c1eebc0b_nohash_2.wav,right
50,50,right/b8c48ffb_nohash_0.wav,right
51,51,right/ba770f9b_nohash_0.wav,right
52,52,right/76424fa5_nohash_0.wav,right
53,53,right/7fd25f7c_nohash_2.wav,right
54,54,right/c634a189_nohash_4.wav,right
55,55,right/aa48c94a_nohash_0.wav,right
56,56,right/84bf12ff_nohash_0.wav,right
57,57,right/b544d4fd_nohash_0.wav,right
58,58,right/299c14b1_nohash_0.wav,right
59,59,right/591d32f3_nohash_0.wav,right
60,60,right/f810e799_nohash_1.wav,right
61,61,right/31d68957_nohash_0.wav,right
62,62,right/0c5027de_nohash_1.wav,right
63,63,right/f104f742_nohash_1.wav,right
64,64,right/b0bad4a9_nohash_0.wav,right
65,65,right/850e2222_nohash_0.wav,right
66,66,right/d90b4138_nohash_4.wav,right
67,67,right/afd53389_nohash_0.wav,right
68,68,right/eb3f7d82_nohash_1.wav,right
69,69,right/0d2bcf9d_nohash_2.wav,right
70,70,right/888a0c49_nohash_4.wav,right
71,71,right/06076b6b_nohash_2.wav,right
72,72,right/2cf28b70_nohash_1.wav,right
73,73,right/0819edb0_nohash_0.wav,right
74,74,right/dce05676_nohash_0.wav,right
75,75,right/ae04cdbe_nohash_0.wav,right
76,76,right/00b01445_nohash_0.wav,right
77,77,right/90b0b91a_nohash_1.wav,right
78,78,right/df1d5024_nohash_2.wav,right
79,79,right/c1e0e8e3_nohash_2.wav,right
80,80,right/3f2b358d_nohash_2.wav,right
81,81,right/be91a00a_nohash_0.wav,right
82,82,right/cc6ee39b_nohash_4.wav,right
83,83,right/620ff0fa_nohash_0.wav,right
84,84,right/c7124b73_nohash_0.wav,right
85,85,right/1df483c0_nohash_0.wav,right
86,86,right/c1b7c224_nohash_0.wav,right
87,87,right/c7124b73_nohash_1.wav,right
88,88,right/c1b7c224_nohash_1.wav,right
89,89,right/24694eb6_nohash_2.wav,right
90,90,right/620ff0fa_nohash_1.wav,right
91,91,right/9d4bab4f_nohash_0.wav,right
92,92,right/be91a00a_nohash_1.wav,right
93,93,right/c1e0e8e3_nohash_3.wav,right
94,94,right/df1d5024_nohash_3.wav,right
95,95,right/90b0b91a_nohash_0.wav,right
96,96,right/4cb874bb_nohash_0.wav,right
97,97,right/f0ae7203_nohash_2.wav,right
98,98,right/2cf28b70_nohash_0.wav,right
99,99,right/eb3f7d82_nohash_0.wav,right
100,100,right/b25b6065_nohash_0.wav,right
101,101,right/850e2222_nohash_1.wav,right
102,102,right/b0bad4a9_nohash_1.wav,right
103,103,right/f104f742_nohash_0.wav,right
104,104,right/5b09db89_nohash_4.wav,right
105,105,right/0c5027de_nohash_0.wav,right
106,106,right/cb164eea_nohash_0.wav,right
107,107,right/52bfbce8_nohash_0.wav,right
108,108,right/b544d4fd_nohash_1.wav,right
109,109,right/9a4d12fd_nohash_0.wav,right
110,110,right/f810e799_nohash_0.wav,right
111,111,right/aa48c94a_nohash_1.wav,right
112,112,right/76424fa5_nohash_1.wav,right
113,113,right/46a153d8_nohash_4.wav,right
114,114,right/7fd25f7c_nohash_3.wav,right
115,115,right/b8c48ffb_nohash_1.wav,right
116,116,right/079d1020_nohash_0.wav,right
117,117,right/56f78b7e_nohash_0.wav,right
118,118,right/c1eebc0b_nohash_3.wav,right
119,119,right/5c8af87a_nohash_1.wav,right
120,120,right/0e17f595_nohash_0.wav,right
121,121,right/ea9f8e11_nohash_1.wav,right
122,122,right/9aa21fa9_nohash_0.wav,right
123,123,right/da1d320c_nohash_0.wav,right
124,124,right/39a12648_nohash_4.wav,right
125,125,right/9080f6d3_nohash_1.wav,right
126,126,right/69f609ec_nohash_1.wav,right
127,127,right/e1469561_nohash_0.wav,right
128,128,right/471a0925_nohash_4.wav,right
129,129,right/c1d39ce8_nohash_7.wav,right
130,130,right/b43c8f2f_nohash_0.wav,right
131,131,right/57376a4c_nohash_0.wav,right
132,132,right/7257420c_nohash_0.wav,right
133,133,right/d750966e_nohash_0.wav,right
134,134,right/a9b574b3_nohash_0.wav,right
135,135,right/f618568f_nohash_0.wav,right
136,136,right/96a48d28_nohash_4.wav,right
137,137,right/e77d88fc_nohash_0.wav,right
138,138,right/712e4d58_nohash_3.wav,right
139,139,right/a6d586b7_nohash_0.wav,right
140,140,right/3f170018_nohash_1.wav,right
141,141,right/8134f43f_nohash_1.wav,right
142,142,right/8012c69d_nohash_2.wav,right
143,143,right/d430b3cc_nohash_2.wav,right
144,144,right/8a28231e_nohash_2.wav,right
145,145,right/a5609cce_nohash_1.wav,right
146,146,right/409c962a_nohash_0.wav,right
147,147,right/686d030b_nohash_0.wav,right
148,148,right/d9b50b8b_nohash_0.wav,right
149,149,right/39999a0f_nohash_0.wav,right
150,150,right/229978fd_nohash_2.wav,right
151,151,right/708a9569_nohash_0.wav,right
152,152,right/5184ed3e_nohash_0.wav,right
153,153,right/dabf67d9_nohash_1.wav,right
154,154,right/e4a2cf79_nohash_1.wav,right
155,155,right/68dd409e_nohash_0.wav,right
156,156,right/742d6431_nohash_2.wav,right
157,157,right/62581901_nohash_1.wav,right
158,158,right/563aa4e6_nohash_3.wav,right
159,159,right/a9abc695_nohash_0.wav,right
160,160,right/97f4c236_nohash_3.wav,right
161,161,right/b87bdb22_nohash_0.wav,right
162,162,right/a8cb6dda_nohash_1.wav,right
163,163,right/fac74f6a_nohash_0.wav,right
164,164,right/f428ca69_nohash_0.wav,right
165,165,right/93ec8b84_nohash_1.wav,right
166,166,right/2f813234_nohash_0.wav,right
167,167,right/439c84f4_nohash_0.wav,right
168,168,right/6272b231_nohash_0.wav,right
169,169,right/a7545b9f_nohash_0.wav,right
170,170,right/988e2f9a_nohash_1.wav,right
171,171,right/48bfde8e_nohash_2.wav,right
172,172,right/1eddce1d_nohash_2.wav,right
173,173,right/6272b231_nohash_2.wav,right
174,174,right/439c84f4_nohash_2.wav,right
175,175,right/bfb10243_nohash_0.wav,right
176,176,right/1eddce1d_nohash_0.wav,right
177,177,right/48bfde8e_nohash_0.wav,right
178,178,right/6d818f6c_nohash_1.wav,right
179,179,right/742d6431_nohash_0.wav,right
180,180,right/2a0b413e_nohash_0.wav,right
181,181,right/6b7d5101_nohash_0.wav,right
182,182,right/fac74f6a_nohash_2.wav,right
183,183,right/042186b8_nohash_1.wav,right
184,184,right/651d108f_nohash_1.wav,right
185,185,right/62ff07ef_nohash_0.wav,right
186,186,right/b87bdb22_nohash_2.wav,right
187,187,right/97f4c236_nohash_1.wav,right
188,188,right/563aa4e6_nohash_1.wav,right
189,189,right/af405b69_nohash_0.wav,right
190,190,right/229978fd_nohash_0.wav,right
191,191,right/f852895b_nohash_1.wav,right
192,192,right/a24582a0_nohash_0.wav,right
193,193,right/8a28231e_nohash_0.wav,right
194,194,right/65c73b55_nohash_0.wav,right
195,195,right/d430b3cc_nohash_0.wav,right
196,196,right/4beff0c5_nohash_0.wav,right
197,197,right/8012c69d_nohash_0.wav,right
198,198,right/686d030b_nohash_2.wav,right
199,199,right/4422e51d_nohash_0.wav,right
200,200,right/dbaf8fc6_nohash_1.wav,right
201,201,right/8134f43f_nohash_3.wav,right
202,202,right/f618568f_nohash_2.wav,right
203,203,right/9b402bc2_nohash_0.wav,right
204,204,right/f33660af_nohash_0.wav,right
205,205,right/a6d586b7_nohash_2.wav,right
206,206,right/8fe52b97_nohash_1.wav,right
207,207,right/5b1db3ee_nohash_0.wav,right
208,208,right/721f767c_nohash_1.wav,right
209,209,right/712e4d58_nohash_1.wav,right
210,210,right/3a33d3a4_nohash_1.wav,right
211,211,right/c1d39ce8_nohash_5.wav,right
